,start,end,nsnps,nsamplecov,tree
1394,27880000,27980000,5.0,15.0,"(reference:1e-06,(EN:0.00642257,AR:0.0192134)100:0.0059919,(DO:0.00621688,(DU:1e-06,(HE:0.026779,(TXGR3:1e-06,(MXGT4:1e-06,(BJSB3:1e-06,(LALC2:1e-06,(FLWO6:1e-06,(BJVL19:1e-06,(MXSA3017:1e-06,(MXED8:1e-06,FLCK216:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0123386);"
1395,27900000,28000000,5.0,15.0,"(reference:1e-06,(EN:0.00642257,AR:0.0192134)100:0.0059919,(DO:0.00621688,(DU:1e-06,(HE:0.026779,(TXGR3:1e-06,(MXGT4:1e-06,(BJSB3:1e-06,(LALC2:1e-06,(FLWO6:1e-06,(BJVL19:1e-06,(MXSA3017:1e-06,(MXED8:1e-06,FLCK216:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0123386);"
1396,27920000,28020000,5.0,15.0,"(reference:1e-06,(EN:0.00642257,AR:0.0192134)100:0.0059919,(DO:0.00621688,(DU:1e-06,(HE:0.026779,(TXGR3:1e-06,(MXGT4:1e-06,(BJSB3:1e-06,(LALC2:1e-06,(FLWO6:1e-06,(BJVL19:1e-06,(MXSA3017:1e-06,(MXED8:1e-06,FLCK216:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0123386);"
1397,27940000,28040000,5.0,15.0,"(reference:1e-06,(EN:0.00642257,AR:0.0192134)100:0.0059919,(DO:0.00621688,(DU:1e-06,(HE:0.026779,(TXGR3:1e-06,(MXGT4:1e-06,(BJSB3:1e-06,(LALC2:1e-06,(FLWO6:1e-06,(BJVL19:1e-06,(MXSA3017:1e-06,(MXED8:1e-06,FLCK216:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0123386);"
1398,27960000,28060000,0.0,6.0,
1399,27980000,28080000,28.0,37.0,"(EN:1e-06,reference:1e-06,(BJSL25:1e-06,(DO:1e-06,(DU:1e-06,(CH:0.0077903,(CUVN10:0.00495952,(FLSF33:1e-06,((NI:1e-06,HE:1e-06)100:0.018645,(FLAB109:1e-06,(TXWV2:1e-06,((FLSF54:1e-06,(TXGR3:1e-06,(FLWO6:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:1e-06)100:0.004571)100:1e-06)100:1e-06,((FLCK216:1e-06,((CUCA4:1e-06,MXSA3017:1e-06)100:1e-06,((TXMD3:1e-06,BJSB3:0.00245898)100:1e-06,(MXED8:1e-06,(BJVL19:1e-06,MXGT4:1e-06)100:1e-06)100:1e-06)100:0.00241137)100:0.00726507)100:0.0072701,(BZBB1:1e-06,(CUSV6:1e-06,(LALC2:0.00247171,(FLMO62:1e-06,(CRL0030:1e-06,(AR:1e-06,(FLCK18:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(FLSA185:1e-06,(CUMM5:1e-06,FLSF47:0.00234932)100:7.14368e-05)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00240619)100:0.000199245)100:0.000117712)100:0.00206712)100:1e-06)100:0.00193855)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00502505)100:0.00673598)100:1e-06)100:0.00602902);"
1400,28000000,28100000,28.0,37.0,"(EN:1e-06,reference:1e-06,(BJSL25:1e-06,(DO:1e-06,(DU:1e-06,((CRL0030:1e-06,CUVN10:0.00388918)100:0.00281782,((NI:1e-06,HE:1e-06)100:0.0184471,(CH:0.00781189,(FLSF33:1e-06,(FLAB109:1e-06,(FLCK18:1e-06,(CUMM5:1e-06,((FLSF54:1e-06,(TXGR3:1e-06,(FLWO6:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:1e-06)100:0.00385523)100:1e-06)100:1e-06,((BZBB1:1e-06,(CUSV6:1e-06,(AR:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(FLMO62:1e-06,(LALC2:0.00206734,(FLSF47:0.00202018,FLSA185:0.00196238)100:0.00197527)100:0.0019255)100:1.55422e-05)100:1e-06)100:1.27667e-05)100:1e-06)100:1e-06)100:1e-06,(FLCK216:1e-06,((MXSA3017:1e-06,CUCA4:1e-06)100:1e-06,(TXWV2:1e-06,(MXED8:1e-06,(BJVL19:1e-06,(MXGT4:1e-06,(TXMD3:1e-06,BJSB3:1e-06)100:0.00404845)100:1e-06)100:1e-06)100:0.00164848)100:0.00031239)100:0.00591598)100:0.00592614)100:1e-06)100:0.00161861)100:7.86099e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00660583)100:0.00339344)100:1e-06)100:0.00505407);"
1401,28020000,28120000,53.0,37.0,"(reference:0.0106032,(HE:0.00339045,NI:0.00384756)100:0.0259553,(DU:1e-06,(DO:0.00188244,(EN:0.00219442,(BJSL25:1e-06,((CRL0030:1e-06,CUVN10:0.00239894)100:0.00197498,((CH:0.00838029,(FLSF33:1e-06,FLAB109:1e-06)100:0.00327279)100:0.00016006,(CRL0001:1e-06,(FLWO6:0.00147876,((FLCK18:1e-06,(CUSV6:1e-06,(TXGR3:1e-06,(FLSF54:1e-06,(CUMM5:1e-06,(LALC2:0.00138461,(FLSF47:0.0022038,(FLSA185:1e-06,HNDA09:1e-06)100:0.0030954)100:0.00313748)100:0.00194101)100:7.04046e-05)100:1e-06)100:1e-06)100:0.00162961)100:3.80265e-05,(TXWV2:1e-06,((AR:0.00357642,(FLMO62:1e-06,(BZBB1:1e-06,(SCCU3:1e-06,FLBA140:1e-06)100:0.002885)100:0.00130409)100:1e-06)100:0.00221948,(FLCK216:1e-06,((BJSB3:0.00139223,(MXED8:1e-06,MXGT4:0.00153503)100:1e-06)100:0.00135568,(MXSA3017:1e-06,(CUCA4:1e-06,(TXMD3:1e-06,BJVL19:1e-06)100:0.00382545)100:0.00378511)100:1e-06)100:0.00372428)100:0.00371809)100:1e-06)100:0.00108775)100:1e-06)100:1e-06)100:0.00112043)100:1e-06)100:0.0049265)100:0.00841592)100:1e-06)100:1e-06)100:1e-06);"
1402,28040000,28140000,53.0,37.0,"(reference:0.0122646,(NI:0.0038275,HE:0.00336469)100:0.0257292,(EN:0.00218813,(DU:1e-06,(DO:0.00187694,(BJSL25:1e-06,((CRL0030:1e-06,CUVN10:0.00238992)100:0.00197308,((CH:0.00838045,(FLAB109:1e-06,FLSF33:1e-06)100:3.3166e-05)100:0.00339618,(CRL0001:1e-06,(FLWO6:0.00147712,((FLCK18:1e-06,(CUSV6:1e-06,(CUMM5:1e-06,(TXGR3:1e-06,(TXWV2:1e-06,(FLSF54:1e-06,(LALC2:0.00138166,(FLSF47:0.0021993,(FLSA185:1e-06,HNDA09:1e-06)100:0.00308557)100:0.00313254)100:0.00200942)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00166349,(((FLMO62:1e-06,AR:0.00356591)100:1e-06,(BZBB1:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:0.00288325)100:0.00130393)100:0.00221997,(FLCK216:1e-06,((BJSB3:0.00138979,(MXED8:1e-06,MXGT4:0.00152923)100:1e-06)100:0.00108472,(MXSA3017:1e-06,(CUCA4:1e-06,(TXMD3:1e-06,BJVL19:1e-06)100:0.00309614)100:0.00307127)100:1e-06)100:0.00303931)100:0.00303526)100:0.000909165)100:0.000139597)100:1e-06)100:0.000791382)100:1e-06)100:0.00325104)100:0.0104786)100:1e-06)100:1e-06)100:1e-06);"
1403,28060000,28160000,53.0,37.0,"(reference:0.0125678,(HE:0.00336463,NI:0.00391648)100:0.0261002,(DU:1e-06,(DO:0.00188987,(EN:0.00221021,(BJSL25:1e-06,(CUVN10:0.00309436,((CH:0.00840553,(FLAB109:1e-06,FLSF33:1e-06)100:0.000114628)100:0.00374209,((CUSV6:1e-06,(TXGR3:1e-06,(FLSF54:1e-06,(LALC2:0.00139482,(FLSF47:0.00221023,(HNDA09:1e-06,FLSA185:1e-06)100:0.00259081)100:0.00260296)100:0.00178193)100:0.00124572)100:2.37531e-06)100:0.000514928,((FLWO6:0.00172669,(CRL0001:1e-06,(FLCK18:1e-06,CRL0030:0.00128937)100:2.4779e-05)100:1e-06)100:1e-06,((FLMO62:1e-06,(AR:0.00358512,(BZBB1:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:0.00334847)100:0.000449647)100:0.00103822)100:0.0024789,(FLCK216:1e-06,((CUCA4:0.00199949,MXSA3017:1e-06)100:1e-06,(TXWV2:1e-06,(CUMM5:1e-06,((MXED8:1e-06,MXGT4:0.00153425)100:1e-06,(BJSB3:0.00139161,(TXMD3:1e-06,BJVL19:1e-06)100:0.00516046)100:1e-06)100:0.00098554)100:4.75069e-06)100:2.27441e-05)100:0.00304433)100:0.00304469)100:0.00100314)100:1e-06)100:0.00166632)100:0.00275185)100:1e-06)100:0.0107471)100:1e-06)100:1e-06)100:1e-06);"
1404,28080000,28180000,25.0,34.0,"(reference:0.0187863,(HE:0.00816152,NI:0.00821375)100:0.0296792,((AR:0.00369722,DO:1e-06)100:0.00368946,((DU:1e-06,(SCCU3:1e-06,((BZBB1:1e-06,FLBA140:1e-06)100:0.00327474,((CUCA4:1e-06,(FLMO62:1e-06,BJVL19:0.0035116)100:0.00165899)100:7.27331e-05,((EN:1e-06,TXMD3:1e-06)100:0.00425721,(FLAB109:1e-06,FLSF33:1e-06)100:1e-06)100:0.00629264)100:0.00181476)100:1e-06)100:1e-06)100:5.42317e-05,(FLSF47:1e-06,(MXED8:1e-06,(BJSL25:1e-06,(FLCK216:1e-06,((FLSA185:0.00522121,(MXSA3017:1e-06,(TXGR3:1e-06,(FLCK18:1e-06,(LALC2:1e-06,FLSF54:1e-06)100:1e-06)100:1e-06)100:0.000753625)100:0.00206636)100:1e-06,(BJSB3:1e-06,(MXGT4:0.00368875,(FLWO6:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(CUSV6:1e-06,HNDA09:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00664739)100:1e-06)100:1e-06)100:1e-06)100:0.00442738)100:1e-06)100:0.00136433)100:1e-06)100:0.0113119);"
1405,28100000,28200000,25.0,33.0,"(reference:0.0226463,(HE:0.00821686,NI:0.0082339)100:0.0298528,(((FLAB109:1e-06,FLSF33:1e-06)100:0.00668017,(EN:0.00580985,((AR:0.00579025,DO:1e-06)100:0.00576564,(SCCU3:1e-06,(CUCA4:1e-06,((BJVL19:0.00410789,FLMO62:1e-06)100:1e-06,(DU:1e-06,(FLBA140:1e-06,BZBB1:1e-06)100:0.00458563)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00202229)100:0.00188089,(MXED8:1e-06,(BJSL25:1e-06,(BJSB3:1e-06,((FLCK18:1e-06,(FLCK216:1e-06,MXGT4:0.00370424)100:1e-06)100:1e-06,(CUVN10:1e-06,(FLWO6:1e-06,(CRL0030:1e-06,(CRL0001:1e-06,(TXMD3:1e-06,(FLSA185:1e-06,(MXSA3017:1e-06,(TXGR3:1e-06,(CUSV6:1e-06,(HNDA09:1e-06,(FLSF54:1e-06,LALC2:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00440267)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00646293)100:0.00135565)100:0.013733);"
1406,28120000,28220000,2.0,16.0,
1407,28140000,28240000,2.0,14.0,
1408,28160000,28260000,2.0,11.0,
1409,28180000,28280000,2.0,11.0,
1410,28200000,28300000,3.0,26.0,
1411,28220000,28320000,12.0,28.0,"(reference:0.00949017,(AR:1e-06,(HE:1e-06,(CH:1e-06,NI:1e-06)100:1e-06)100:0.00687789)100:0.0130924,(MXGT4:1e-06,(CUVN10:1e-06,((CRL0001:1e-06,MXSA3017:1e-06)100:1e-06,(BJSL25:1e-06,(BJVL19:1e-06,(CUSV6:1e-06,(MXED8:0.00407323,(FLMO62:1e-06,(HNDA09:1e-06,(TXGR3:1e-06,(FLBA140:1e-06,(CUCA4:0.00360331,(FLAB109:1e-06,(FLCK18:1e-06,(CRL0030:1e-06,(FLWO6:1e-06,(FLSF33:1e-06,(TXMD3:1e-06,(FLSF47:1e-06,(LALC2:1e-06,(BZBB1:0.00569242,FLSF54:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00169893)100:1e-06)100:0.00213979)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:2.55398e-06)100:0.00175886)100:1e-06)100:1e-06)100:0.00900206);"
1412,28240000,28340000,28.0,34.0,"(reference:0.0125228,(BJSL25:1e-06,MXED8:0.00320465)100:1e-06,(BJSB3:1e-06,((AR:0.00445093,(EN:1e-06,(HE:1e-06,(NI:1e-06,(CH:1e-06,(DO:0.0236055,DU:1e-06)100:0.00120645)100:1e-06)100:1e-06)100:0.00283606)100:0.00582055)100:0.0102474,(MXSA3017:1e-06,((TXGR3:1e-06,(FLBA140:1e-06,CUCA4:0.00382692)100:1e-06)100:0.00163019,(CUVN10:1e-06,(FLCK18:1e-06,(CUSV6:1e-06,(FLSA185:1e-06,((HNDA09:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(FLMO62:1e-06,BZBB1:0.00232062)100:1e-06)100:1e-06)100:0.00171675)100:0.000952771,((LALC2:1e-06,(MXGT4:1e-06,(SCCU3:0.00119555,BJVL19:1e-06)100:1e-06)100:1e-06)100:0.003001,(FLSF47:1e-06,(FLAB109:1e-06,(FLSF33:1e-06,(TXMD3:1e-06,(FLSF54:1e-06,FLWO6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00363083)100:0.00166603)100:0.00292696)100:0.00220858)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00355047)100:0.000445909)100:0.00222309);"
1413,28260000,28360000,28.0,34.0,"(reference:0.0125228,(BJSL25:1e-06,MXED8:0.00320465)100:1e-06,(BJSB3:1e-06,((AR:0.00445093,(EN:1e-06,(HE:1e-06,(NI:1e-06,(CH:1e-06,(DO:0.0236055,DU:1e-06)100:0.00120645)100:1e-06)100:1e-06)100:0.00283606)100:0.00582055)100:0.0102474,(MXSA3017:1e-06,((TXGR3:1e-06,(FLBA140:1e-06,CUCA4:0.00382692)100:1e-06)100:0.00163019,(CUVN10:1e-06,(FLCK18:1e-06,(CUSV6:1e-06,(FLSA185:1e-06,((HNDA09:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(FLMO62:1e-06,BZBB1:0.00232062)100:1e-06)100:1e-06)100:0.00171675)100:0.000952771,((LALC2:1e-06,(MXGT4:1e-06,(SCCU3:0.00119555,BJVL19:1e-06)100:1e-06)100:1e-06)100:0.003001,(FLSF47:1e-06,(FLAB109:1e-06,(FLSF33:1e-06,(TXMD3:1e-06,(FLSF54:1e-06,FLWO6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00363083)100:0.00166603)100:0.00292696)100:0.00220858)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00355047)100:0.000445909)100:0.00222309);"
1414,28280000,28380000,28.0,34.0,"(reference:0.0125228,(BJSL25:1e-06,MXED8:0.00320465)100:1e-06,(BJSB3:1e-06,((AR:0.00445093,(EN:1e-06,(HE:1e-06,(NI:1e-06,(CH:1e-06,(DO:0.0236055,DU:1e-06)100:0.00120645)100:1e-06)100:1e-06)100:0.00283606)100:0.00582055)100:0.0102474,(MXSA3017:1e-06,((TXGR3:1e-06,(FLBA140:1e-06,CUCA4:0.00382692)100:1e-06)100:0.00163019,(CUVN10:1e-06,(FLCK18:1e-06,(CUSV6:1e-06,(FLSA185:1e-06,((HNDA09:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(FLMO62:1e-06,BZBB1:0.00232062)100:1e-06)100:1e-06)100:0.00171675)100:0.000952771,((LALC2:1e-06,(MXGT4:1e-06,(SCCU3:0.00119555,BJVL19:1e-06)100:1e-06)100:1e-06)100:0.003001,(FLSF47:1e-06,(FLAB109:1e-06,(FLSF33:1e-06,(TXMD3:1e-06,(FLSF54:1e-06,FLWO6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00363083)100:0.00166603)100:0.00292696)100:0.00220858)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00355047)100:0.000445909)100:0.00222309);"
1415,28300000,28400000,43.0,35.0,"(reference:0.0161493,(MXSA3017:1e-06,(CUSV6:1e-06,((MXED8:1e-06,FLCK216:0.0102614)100:0.00287156,(CUVN10:1e-06,(FLCK18:1e-06,(BJSL25:1e-06,(FLBA140:1e-06,(BJSB3:1e-06,(TXGR3:1e-06,CUCA4:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00148038)100:1e-06)100:0.00154236)100:0.0011557,(((EN:1e-06,(DO:0.0255435,DU:1e-06)100:0.00669755)100:0.00672413,(AR:0.00305479,(HE:1e-06,(CH:1e-06,NI:1e-06)100:1e-06)100:0.00438718)100:0.00647874)100:0.0047852,((CRL0001:1e-06,(CRL0030:1e-06,(HNDA09:1e-06,(FLSF33:1e-06,(FLWO6:1e-06,(BZBB1:1e-06,(FLSF54:1e-06,TXMD3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00386664)100:1e-06)100:1e-06)100:0.00421026,(FLMO62:1e-06,(FLSA185:0.00447201,(FLAB109:1e-06,(FLSF47:1e-06,(BJVL19:1e-06,(LALC2:1e-06,(MXGT4:1e-06,SCCU3:1e-06)100:1e-06)100:0.0035984)100:0.00362568)100:1e-06)100:0.000684713)100:1e-06)100:0.000905979)100:0.00722057)100:0.00767083);"
1416,28320000,28420000,32.0,33.0,"(reference:0.0113075,((FLCK216:0.0111386,(LALC2:1e-06,BJVL19:1e-06)100:1e-06)100:0.00480423,(MXSA3017:1e-06,(CUVN10:1e-06,(MXED8:1e-06,(CUSV6:1e-06,(FLCK18:1e-06,(BJSL25:1e-06,(TXGR3:1e-06,(FLBA140:1e-06,(BJSB3:1e-06,CUCA4:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00507624)100:1e-06)100:1e-06)100:1e-06)100:0.00247189)100:1e-06,(HE:0.00491688,(AR:0.00879426,((EN:1e-06,(CH:1e-06,(DO:0.0252006,DU:1e-06)100:0.00290593)100:0.00116523)100:0.00837721,((HNDA09:1e-06,(CRL0001:1e-06,(BZBB1:1e-06,CRL0030:1e-06)100:1e-06)100:0.00312976)100:0.000980079,(FLMO62:1e-06,((NI:1e-06,FLSA185:0.00416264)100:0.000247508,(FLAB109:1e-06,(FLSF47:1e-06,(FLSF54:0.00251679,(TXMD3:1e-06,(MXGT4:1e-06,SCCU3:1e-06)100:0.00275745)100:0.000478634)100:0.00300603)100:1e-06)100:1e-06)100:1e-06)100:0.001851)100:0.00794836)100:1e-06)100:0.00430171)100:0.0114532);"
1417,28340000,28440000,17.0,27.0,"(MXSA3017:1e-06,reference:1e-06,((HE:0.00601159,(DU:0.0107086,(MXED8:1e-06,(CUSV6:1e-06,(FLSF54:1e-06,(TXMD3:1e-06,(BZBB1:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(FLAB109:1e-06,(BJVL19:1e-06,CRL0030:1e-06)100:1e-06)100:0.00109027)100:1e-06)100:1e-06)100:0.00125908)100:1e-06)100:1e-06)100:1e-06)100:0.00230917)100:0.00456777)100:0.0100309,(MXGT4:1e-06,((FLCK216:0.0106904,(FLMO62:1e-06,(FLWO6:1e-06,LALC2:1e-06)100:1e-06)100:0.00112336)100:0.0011668,(FLSF47:1e-06,(SCCU3:1e-06,(FLCK18:1e-06,(FLBA140:1e-06,(CUCA4:1e-06,(TXGR3:1e-06,(BJSL25:1e-06,BJSB3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00228429)100:2.42287e-05)100:0.000111897)100:1e-06)100:0.00192565)100:1e-06)100:0.0266435);"
1418,28360000,28460000,19.0,28.0,"(MXSA3017:1e-06,reference:1e-06,(CH:0.0160391,((HE:0.00557295,(DU:0.0110194,((FLSF54:1e-06,TXMD3:1e-06)100:1e-06,(BZBB1:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(FLWO6:1e-06,(FLAB109:1e-06,(BJVL19:1e-06,CRL0030:1e-06)100:1e-06)100:1e-06)100:0.00097978)100:1e-06)100:1e-06)100:0.00135923)100:0.00389738)100:0.00787778)100:0.0163142,(MXED8:1e-06,(CUSV6:1e-06,(MXGT4:1e-06,(FLCK216:0.0114238,(SCCU3:1e-06,(FLCK18:1e-06,(FLBA140:1e-06,(CUCA4:1e-06,(BJSB3:1e-06,(BJSL25:1e-06,(TXGR3:1e-06,(FLMO62:1e-06,(FLSF47:2.16175e-05,LALC2:1e-06)100:1e-06)100:0.00164952)100:0.00119997)100:1e-06)100:0.000659235)100:0.000638581)100:4.37889e-05)100:1e-06)100:0.0037977)100:0.00315306)100:1e-06)100:1e-06)100:0.000899506)100:0.020057)100:0.00318982);"
1419,28380000,28480000,29.0,34.0,"(DO:1e-06,reference:1e-06,(CH:0.0041111,(MXSA3017:1e-06,(((FLCK216:0.0038736,MXGT4:1e-06)100:0.0088277,((BJSL25:1e-06,(TXGR3:1e-06,BJSB3:1e-06)100:1e-06)100:1e-06,(FLCK18:1e-06,(FLBA140:1e-06,(FLSF47:1e-06,(CUCA4:1e-06,(SCCU3:1e-06,(FLMO62:1e-06,(FLWO6:1e-06,LALC2:0.00360228)100:3.22453e-05)100:6.25423e-05)100:1e-06)100:1e-06)100:1e-06)100:0.00188585)100:0.000958444)100:0.00281054)100:0.00296818,(HE:0.00564779,((EN:1e-06,DU:1e-06)100:0.0089827,((FLSF54:1e-06,TXMD3:1e-06)100:1e-06,(FLSA185:1e-06,(AR:1e-06,(FLSF33:1e-06,(CUVN10:1e-06,(MXED8:1e-06,(HNDA09:1e-06,(BZBB1:1e-06,(CRL0001:1e-06,((CUSV6:1e-06,FLAB109:1e-06)100:0.00170925,(CRL0030:1e-06,BJVL19:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00169634)100:0.00291648)100:0.00689662)100:0.0142086)100:0.00741006)100:1e-06)100:0.0121793);"
1420,28400000,28500000,13.0,33.0,"(DO:1e-06,reference:1e-06,((CRL0001:1e-06,((FLCK216:1e-06,MXGT4:1e-06)100:0.0191774,(BJSL25:1e-06,(AR:1e-06,(BJSB3:1e-06,(CH:0.00340252,TXGR3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000957284,((FLBA140:1e-06,(CUSV6:1e-06,(FLAB109:1e-06,(LALC2:1e-06,FLSF54:1e-06)100:1e-06)100:1e-06)100:0.0244304)100:1e-06,(FLCK18:1e-06,(TXMD3:1e-06,(SCCU3:1e-06,(FLMO62:1e-06,(FLWO6:1e-06,((CUCA4:1e-06,(DU:1e-06,EN:1e-06)100:0.00608106)100:1e-06,(CRL0030:1e-06,(FLSF33:1e-06,(CUVN10:1e-06,(MXSA3017:1e-06,(MXED8:1e-06,(BZBB1:1e-06,(FLSA185:1e-06,(BJVL19:1e-06,(HNDA09:1e-06,FLSF47:0.00894144)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0104408)100:0.00872911);"
1421,28420000,28520000,13.0,33.0,"(DO:1e-06,reference:1e-06,((TXGR3:1e-06,(BJSB3:1e-06,(BJSL25:1e-06,CH:0.00333538)100:1e-06)100:1e-06)100:0.000793728,((MXSA3017:1e-06,(AR:1e-06,(FLSA185:1e-06,(FLSF47:0.00779665,(CUCA4:1e-06,(DU:1e-06,EN:1e-06)100:0.00626877)100:0.000360548)100:0.000522468)100:1e-06)100:1e-06)100:0.000261016,(FLBA140:1e-06,(FLWO6:1e-06,(FLMO62:1e-06,(SCCU3:1e-06,(HNDA09:1e-06,(CUVN10:1e-06,(FLSF33:1e-06,(BZBB1:1e-06,(CRL0001:1e-06,(FLCK18:1e-06,(MXED8:1e-06,(BJVL19:1e-06,(CRL0030:1e-06,((FLCK216:1e-06,MXGT4:1e-06)100:0.0176778,(TXMD3:1e-06,(FLAB109:1e-06,(CUSV6:1e-06,(LALC2:1e-06,FLSF54:1e-06)100:1e-06)100:1e-06)100:0.00365099)100:0.0029799)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0108197)100:1e-06)100:0.0120716)100:0.0142363)100:0.0110374);"
1422,28440000,28540000,12.0,33.0,"(DO:1e-06,reference:1e-06,((TXGR3:1e-06,(BJSB3:1e-06,(CH:0.00389525,BJSL25:1e-06)100:1e-06)100:1e-06)100:0.000170377,((MXGT4:1e-06,(FLCK216:1e-06,FLSF54:1e-06)100:1e-06)100:0.0352514,(FLCK18:1e-06,(BZBB1:1e-06,(AR:1e-06,(FLSA185:1e-06,(MXSA3017:1e-06,(MXED8:1e-06,(TXMD3:1e-06,(CRL0030:1e-06,(BJVL19:1e-06,((FLAB109:1e-06,(CUSV6:1e-06,LALC2:1e-06)100:1e-06)100:0.00411588,(CRL0001:1e-06,((EN:1e-06,DU:1e-06)100:0.00642155,(FLMO62:1e-06,(SCCU3:1e-06,(FLSF33:1e-06,(HNDA09:1e-06,(CUVN10:1e-06,(CUCA4:1e-06,(FLBA140:1e-06,(FLSF47:1e-06,FLWO6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00165989)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0061645)100:0.00576441)100:0.0112529)100:0.0183052);"
1423,28460000,28560000,14.0,33.0,"(DO:1e-06,reference:1e-06,(CH:1e-06,(BJSL25:1e-06,(BJSB3:1e-06,(FLSF54:1e-06,(FLSA185:1e-06,(FLCK18:1e-06,((BJVL19:1e-06,((TXMD3:1e-06,FLAB109:0.00332939)100:0.00138995,(TXGR3:1e-06,(FLCK216:1e-06,MXGT4:1e-06)100:0.00231598)100:0.00494051)100:1e-06)100:0.00481797,(MXED8:1e-06,((HNDA09:1e-06,CUVN10:1e-06)100:1e-06,((SCCU3:1e-06,(DU:1e-06,EN:1e-06)100:0.00601236)100:0.000139882,(CUCA4:1e-06,(CRL0030:1e-06,(CRL0001:1e-06,(BZBB1:1e-06,(AR:1e-06,((LALC2:1e-06,CUSV6:1e-06)100:0.0030515,(FLSF33:1e-06,(FLSF47:1e-06,(FLMO62:1e-06,(FLBA140:1e-06,(MXSA3017:1e-06,FLWO6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00330172)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00506974)100:1e-06)100:9.10723e-05)100:1.79952e-06)100:1.04506e-05)100:1e-06)100:1e-06)100:0.0290543);"
